id,entitytype,index_geometry,latitude,longitude,name,name_lng,name_type,road_class,route_dir,route_num,shield_code,micode,a2_code
f0ff1264-1ec3-4ad0-a085-fdf8c9bb67f8,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8114005,34.8859568],[-85.81159,34.8844504],[-85.8117826,34.8829075]]}",-85.811592,34.884432,US Highway 72,ENG,4,3,W,72,5450,20040000,AL071
f15fa874-05a7-4794-954c-ca1cec125ed9,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.0106685,34.678348],[-86.0104705,34.6785013],[-86.00957,34.679257]]}",-86.010117,34.678799,E Willow St,ENG,4,5,,279,5500,20060000,AL071
f176b353-894e-4b96-9020-f869d51356b9,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.0422198,34.6450494],[-86.0418435,34.6451766]]}",-86.042032,34.645113,John T Reid Pkwy,ENG,4,3,,2,5500,20040000,AL071
f176b353-894e-4b96-9020-f869d51356b9,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.0422198,34.6450494],[-86.0418435,34.6451766]]}",-86.042032,34.645113,John T Reid Pkwy,ENG,4,3,W,72,5450,20040000,AL071
f1ad3034-03c3-4304-9e0f-8304ef366f6a,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.7954238,34.6679879],[-85.795363,34.670504]]}",-85.795393,34.669246,County Road 177,ENG,17,6,,,0,20070000,AL071
f1cfc812-72b1-4c50-b3ec-4dbef83d684a,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.922701,34.607188],[-85.921591,34.607826],[-85.9214203,34.6079246]]}",-85.922061,34.607556,AL Highway 71,ENG,4,5,,71,5500,20060000,AL071
f1dc92e6-efef-4d8d-8fd5-098edecbf218,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.3130929,34.6289871],[-86.3131295,34.629045]]}",-86.313111,34.629016,US Highway 72,ENG,4,3,,2,5500,20040000,AL071
f1dc92e6-efef-4d8d-8fd5-098edecbf218,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.3130929,34.6289871],[-86.3131295,34.629045]]}",-86.313111,34.629016,US Highway 72,ENG,4,3,E,72,5450,20040000,AL071
f23ada99-2809-4d39-882f-16c78b2ff906,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9738599,34.7249824],[-85.974104,34.725096]]}",-85.973982,34.725039,County Road 33,ENG,4,5,,33,8200,20060000,AL071
f277d8d3-80cf-4e05-a58a-2fe1a485274d,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8606879,34.7607194],[-85.8607165,34.7608149],[-85.8607809,34.7610484],[-85.8608077,34.7612556],[-85.8607648,34.7615024],[-85.8606812,34.7619814]]}",-85.86075,34.761348,County Road 246,ENG,4,7,,246,8200,20080000,AL071
f29b3f0d-ed0f-42de-8272-528457247a31,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9668354,34.7219316],[-85.9670631,34.7220146]]}",-85.966949,34.721973,County Road 33,ENG,4,5,,33,8200,20060000,AL071
f2eb0270-8703-4396-bf76-31e4324e28e0,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8320274,34.8627296],[-85.832657,34.863334]]}",-85.832342,34.863032,Kentucky Ave,ENG,4,5,,117,5500,20060000,AL071
f35408bd-f01d-4d1a-8eee-53195d25b08a,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8275161,34.8472229],[-85.8268892,34.8481805],[-85.8266011,34.8486158],[-85.8254439,34.8502814]]}",-85.82649,34.848759,US Highway 72,ENG,4,3,,2,5500,20040000,AL071
f35408bd-f01d-4d1a-8eee-53195d25b08a,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8275161,34.8472229],[-85.8268892,34.8481805],[-85.8266011,34.8486158],[-85.8254439,34.8502814]]}",-85.82649,34.848759,US Highway 72,ENG,4,3,E,72,5450,20040000,AL071
f3b11012-3d4f-47e2-aed7-dd7fb1f7144d,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8964235,34.7701735],[-85.8969236,34.7696177],[-85.8973866,34.7691212],[-85.898022,34.7684451],[-85.8985668,34.7678733]]}",-85.897489,34.769018,US Highway 72,ENG,4,3,,2,5500,20040000,AL071
f3b11012-3d4f-47e2-aed7-dd7fb1f7144d,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8964235,34.7701735],[-85.8969236,34.7696177],[-85.8973866,34.7691212],[-85.898022,34.7684451],[-85.8985668,34.7678733]]}",-85.897489,34.769018,US Highway 72,ENG,4,3,E,72,5450,20040000,AL071
f3c376e8-5da2-4f45-af61-dc3b94f296ab,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.0009969,34.678365],[-86.0006893,34.6783865]]}",-86.000843,34.678376,Snodgrass Rd,ENG,4,6,,33,8200,20070000,AL071
f5e50fb2-89b5-42eb-9743-9840f3f42adc,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8443185,34.8668456],[-85.843843,34.866911],[-85.841888,34.867311]]}",-85.843101,34.867066,W Main St,ENG,4,5,,117,5500,20060000,AL071
f702f6ca-bfd2-4878-83af-f8a1f0812876,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8695168,34.7568032],[-85.8690045,34.7568627],[-85.8686183,34.7569156],[-85.8681784,34.7569729],[-85.8679719,34.7569971],[-85.8677466,34.7570082],[-85.867556,34.757004],[-85.8673335,34.7569729],[-85.8668856,34.7568473],[-85.8666495,34.7567636],[-85.866435,34.7566908],[-85.8663036,34.7566422]]}",-85.867895,34.756891,County Road 46,ENG,4,7,,46,8200,20080000,AL071
f72c771e-e216-42ee-ac86-6944e8321621,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.0166885,34.6500568],[-86.0155232,34.6500478]]}",-86.016106,34.650052,Hood Ave,ENG,17,6,,,0,20070000,AL071
f7447561-ed7a-48a9-8e3f-c0ac322a84c5,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.81153,34.843298],[-85.813067,34.844038],[-85.813496,34.8440959],[-85.8136315,34.8441081],[-85.8137937,34.8441114],[-85.8140479,34.8440987]]}",-85.812759,34.843822,County Road 287,ENG,4,6,,287,8200,20070000,AL071
f768957c-0b45-4dfb-b36e-dd1b214768a5,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.7618943,34.7033475],[-85.761544,34.703631],[-85.760887,34.704202],[-85.760412,34.704648],[-85.75986,34.705192]]}",-85.760859,34.70425,AL Highway 71,ENG,4,5,,71,5500,20060000,AL071
